Year,Detail
1910,"Both leagues agreed to adopt a resolution that would ban syndicate baseball, which had previously allowed owners to have financial interests vested in more than one team. They also mandated that all umpires were to announce any team changes to the spectators; batting orders were to be delivered to the head umpire at home plate before the game and a base runner was to be called out if he passed another runner ahead of him on the base path."
1910,"""The game of baseball is a clean, straight game, and it summons to its presence everybody who enjoys clean, straight athletics."" - President Taft"
1910,←1909| 1910 Hitting Statistics League Leaders |1911→
1910,←1909| 1910 Pitching Statistics League Leaders |1911→
1910,Team Standings |1910 World Series
1910,Hitting Statistics League Leaderboard
1910,Pitching Statistics League Leaderboard
1910,"OnJuly 19, 1910,Cy Youngof theCleveland Naps, won 5-4 versus theWashington Senatorsand recorded victory number five-hundred —the first and only pitcher in baseball history to reach that incredible plateau! [Career Leaders for Wins]"
1910,"*Ty Cobbstayed out of the lineup on October 9, 1910, preserving his .382 (.38189) batting average.Nap Lajoie, who was playing inSt. Louis, went eight (8) for eight (8) in a doubleheader where six (6) of his hits were bunt singles. He finished with a .384 (.38409) batting average and rumor has it that theBrowns""gave""Lajoiethe singles by playing too deep. Ban Johnson investigated and found no wrongdoing; however, Major League Baseball recognizesCobbas the officialbatting champion. TheChalmers Award(MVP) was given to bothCobbandLajoiein 1910."
1910,"Did you know thatChief Bendercame within one walk of aperfect gameonMay 12, 1910? When the season came to an end,Benderwas a first-time member of thetwenty wins club; winning twenty-three games, losing  five, and a sparkling 1.58 ERA."
1910,Where what happened yesterdayis being preserved today.
1910,"Copyright 1999-. All Rights Reserved by Baseball Almanac, Inc.Hosted byHosting 4 Less. Part of theBaseball AlmanacFamily"
1911,"On March 25th, the worst factory fire in the history of New York City occurred after the Triangle Shirtwaist Company burned down. The horrific incident had an even greater significance as it revealed the inhumane working conditions to which industrial workers were subjected. Employees at the factory consisted mostly of poor Jewish immigrants between the ages of thirteen and twenty-three and to keep the women at their sewing machines, the proprietors locked the doors leading to the exits. After a fire broke out on the eighth floor, many panicking workers rushed to the stairs, the freight elevator, and the fire escape. Dozens on the ninth floor died, unable to force open the locked door to the exit and the rear fire escape collapsed, killing many and eliminating an escape route for others. Although Pump Engine Company 20 and Ladder Company 20 arrived quickly (along with four other companies) the bodies of victims who had jumped hindered them from entering the building. In the end, a total of one-hundred forty-six women died in less than fifteen minutes bringing to the attention of the nation a need for more humane and safe working conditions in America's factories."
1911,"On June 18th, the Detroit Tigers staged the biggest comeback in Major League history after overcoming a 13-1 deficit (after 5½ innings) to defeat the Chicago White Sox by a score of 16-15."
1911,"On September 28th, several hundred fans witnessed what is considered to be one of the worst contests in American League history as the New York Yankees and St. Louis Browns combined to accumulate twenty-four hits, twenty walks, twelve errors and fifteen stolen bases en route to an 18-12 (NY) final."
1911,"On May 22nd, Boston Braves pitcher Cliff Curtis set a Major League record by recording his twenty-third consecutive loss (beginning on June 13, 1910) with a 3-1 deficit against the St, Louis Cardinals."
1911,"Frank Schulte completed the season leading the National League in home runs (21) and RBIs (107); and also became the first player to have more than twenty doubles, twenty triples, and twenty home runs in a single season!"
1911,"Philadelphia Phillies ace Grover Alexander dominated the month of September after tossing complete game shutouts on the 7th, 13th, 17thand 21st."
1911,The idea of selecting a Most Valuable Player was introduced after automobile maker Hugh Chalmers offered a brand new car to the MVP in each league to be chosen by a select committee of baseball writers.
1911,"The Pennsylvania Railroad set a speed record on May 29thafter transporting the Chicago Cubs one-hundred ninety-one miles from Columbus, Ohio, to Pittsburgh in two-hundred fifteen minutes. After arriving at the game, the Cubs showed some speed of their own and beat the Pirates 4-1."
1911,"The Federal Express of the Hartford Railroad (carrying the St. Louis Cardinals to Boston) plunged down an eighteen-foot embankment outside Bridgeport, Connecticut, killing fourteen passengers. Fortunately, no players were injured, and each helped to remove bodies and rescue the injured."
1911,"""The making or amassing of money was not part of Ban Johnson's life. He lived for the American League and the game of baseball."" - Branch Rickey"
1911,←1910| 1911 Hitting Statistics League Leaders |1912→
1911,←1910| 1911 Pitching Statistics League Leaders |1912→
1911,1911 Team Standings |1911 World Series
1911,Hitting Statistics League Leaderboard
1911,Pitching Statistics League Leaderboard
1911,"OnMay 13, 1911,Ty Cobbof Detroit hitthe first grand slam of his Major League career. However, the game went into extra innings whenDuffy Lewisof Boston hit a 3-RBI inside the park home run in the top of the ninth. Red Sox took the momentum into the tenth, scored two more, and ended in the win column (13-11)."
1911,"Did you know that onJuly 24, 1911, an American League all-star squad; which includedHal Chase,Walter JohnsonandSmoky Joe Wood, played the Cleveland Naps in a charity game to raise money for the widow ofAddie Joss?"
1911,"Two American League pitchers tossedno-hittersin 1911. The first pitched for theBoston Red Soxand lost a no-hitter in the ninth inning during his previous start against theSt. Louis Browns. The second, a future hall of famer, pitched for theChicago White Soxand came within one walk of aperfect game. Do you know who these two twirlers were? [Answer 1|Answer 2]"
1911,Where what happened yesterdayis being preserved today.
1911,"Copyright 1999-. All Rights Reserved by Baseball Almanac, Inc.Hosted byHosting 4 Less. Part of theBaseball AlmanacFamily"
1912,"American journalist and publisher, William Randolph Hearst began to acquire his media empire that would eventually include eighteen newspapers and nine magazines within two decades. A flamboyant and highly controversial figure, Hearst was nonetheless an extremely competent newspaperman who quickly became one of the wealthiest men in the world. His castle at San Simeon, California, won fame for its immense art collections and is still considered one of the largest houses in the United States. The property was later presented to the state as a museum after Hearst's death."
